content,score,reviewCreatedVersion,at
"UDAH 2 KALI JADI KORBAN GOMART, SENGAJA PESEN 50 RB BIAR GRATIS ONGKIR, EH TERNYATA PESANAN NYA KOSONG DI TOKO, DAN MEREKA LANGSUNG AJA MELANJUTKAN PESANAN, DAN AKHIRNYA SAYA BAYAR ONGKIR, ZAMAN UDAH CANGGIH, MASA GAK BISA NYAMAIN STOK TOKO DAN STOK DI APLIKASI.",1,5.18.2,2025-05-13 14:02:50
asslamualaikum mohon maaf ibu bapak saya order gojek tapi mengecewakaan saya pesan sudah sampai gocar harga asli 78000 tapi gojek maksa minta 150.000 karena saya kepepet terpaksa saya bayar memang sistem gocar itu bagaimana ya mohon diperjelas terimah kasih,1,5.16.3,2025-05-13 14:02:49
mantap sekali,5,5.11.1,2025-05-13 13:59:02
"tidak ada b, aja",3,5.18.2,2025-05-13 13:44:56
"suka banget sama go transit. next ciptain go busway, go lrt, go mrt, go transjakarta. pokoknya ciptain buat naik semua angkutan transportasi umum di jakarta. thx ya.",3,5.18.2,2025-05-13 13:25:25
sejauh ini ok,4,5.18.2,2025-05-13 13:21:30
"driver yang baik, ramah dan cepat",5,5.18.2,2025-05-13 13:04:41
"gojek mantap,amn driver ny ramah""",5,5.18.2,2025-05-13 13:01:53
pesan gofood klw hujan gak ada driver hmpr 30 menit batalkan gak bisa klw gak ada driver apa gak antr ya mknan kr klw hujan slalu aja sisah bngt drivrnya bikin geram sendri gedek aku sama driver saat ni klw ujn dikit gak mau ambl,1,5.18.2,2025-05-13 12:58:55
mantaaapp,5,5.14.2,2025-05-13 12:33:23
puas dgn pelayanannya cepat tepat,5,5.6.1,2025-05-13 12:31:52
ok,5,5.14.2,2025-05-13 12:21:19
"ini kenapa tiap buka gofood lag bangat? , padahl sinyal bagus, kuota banyak",4,5.18.2,2025-05-13 12:21:06
utk driver bintang 5 namun resto respon yg terlambat alias pesanan cukup lama padahal tidak antri,4,5.17.1,2025-05-13 12:19:41
ok,5,5.18.2,2025-05-13 12:09:05
ok,5,5.18.2,2025-05-13 12:04:43
Mudah dan Hemat,5,5.18.2,2025-05-13 12:04:04
Tepat cepat keren,5,5.18.2,2025-05-13 11:58:17
mantepp tepat waktu 😁😁🙏,5,5.18.2,2025-05-13 11:52:48
Mantab,5,5.18.2,2025-05-13 11:48:58
maaf gojek saya unistal semua nya .. TERIMA KASIH GOJEK SUDAH MENEMANI PERJALANAN DAN PAYLATER NYA .,1,5.18.2,2025-05-13 11:41:50
apk paling jelek dalam sejarah,1,4.50.1,2025-05-13 11:36:59
MAKASIH CASHBACKNYA😭😭😭,5,5.18.2,2025-05-13 11:30:49
👍👍👍👍👍👍,5,5.18.2,2025-05-13 11:28:55
Sangat Berguna,5,5.18.2,2025-05-13 11:27:16
Semakin diupdate semakin jelek nih aplikasi....,3,5.18.2,2025-05-13 11:14:46
good job,5,5.18.2,2025-05-13 11:13:38
Gege,5,5.18.2,2025-05-13 11:01:40
keren,5,5.18.2,2025-05-13 11:00:46
"setiap kelupaan saldo di banking, ditarik 5rb, padahal gagal pesan karna ga sadar saldo. boncos di tarik 5rb bisa kena 20rb kalau ga sadar 4x gagal",1,5.18.2,2025-05-13 10:56:37
mantap,5,5.10.1,2025-05-13 10:49:17
"mending grab daripada gojek, karena mahal",1,5.18.2,2025-05-13 10:44:21
"2x gagal isi ulang kartu Flazz BCA dan multi trip BCA 50rb , multi trip 10rb entah saya yang salah atau gimana , tapi saat ingin coba cek saldo malah muncul ""yah , ada sedikit masalah"" dan saldo pun ga masuk , kecewa sekali pdhl saya sering pake gojek",1,4.15.1,2025-05-13 10:39:16
Mantab,5,5.17.1,2025-05-13 10:38:27
bagusss,5,5.6.1,2025-05-13 10:35:14
Bagus,4,5.18.2,2025-05-13 10:30:14
ya lumayan lah aplikasi gojek walau kalo dapet sering di cancel tapi bagi saya gojek adalah transportasi terbaik,5,5.14.2,2025-05-13 10:23:19
sangat cocok buat saya,5,5.18.2,2025-05-13 10:19:48
bagus,5,5.18.2,2025-05-13 10:07:17
Alhamdulillah aplikasi ini sangat membantu saya,5,4.86.2,2025-05-13 10:06:23
mantap,5,5.18.2,2025-05-13 09:57:10
trims,5,5.18.2,2025-05-13 09:37:50
gojek thebest,5,5.18.2,2025-05-13 09:35:01
mudah kemana mana,5,5.18.2,2025-05-13 09:22:09
"tiap ganti akun katanya suruh perlu pembaharuan, tapi gak ada pembaharuan yg tersedia diplaystore. maksudnya apa? nggak boleh gitu gw ganti akun? aneh",1,5.18.2,2025-05-13 09:22:02
baikh,5,5.18.2,2025-05-13 09:12:01
sempurna,5,5.18.2,2025-05-13 09:05:48
ok,5,5.18.2,2025-05-13 08:58:40
bagus.. lengkap,5,5.18.2,2025-05-13 08:58:04
"pihak gojek maunya untung doank,, kasian driver gojek yg regurer orderannya kalah ,sama gojek goceng,slot,member,sama even,,",1,5.18.2,2025-05-13 08:51:53
good....lah poko nye,5,5.14.2,2025-05-13 08:45:01
"potongane aplikasinya dikurang jeg,kasian mitra yg dijalan",1,5.14.2,2025-05-13 08:41:54
driver mengantar makanan dengan cepat,5,5.18.2,2025-05-13 08:40:48
sangat memuaskan,5,5.18.2,2025-05-13 08:40:17
ERROR MULU GAK JELAS.,1,5.18.2,2025-05-13 08:40:14
good,5,5.18.2,2025-05-13 08:34:11
saya tidak bisa login ke apk ini. katanya apk ini butuh pembaruan cepat tapi pas saya liat di play store apk nya sudah versi terbaru. maksudnya gimana ini?? mohon responnya min!,2,5.18.2,2025-05-13 08:27:43
ok,5,5.18.2,2025-05-13 08:20:37
jos,5,5.18.2,2025-05-13 08:12:14
sangat membantu konsumen,5,5.18.2,2025-05-13 07:51:28
pengiriman cepat,5,5.18.2,2025-05-13 07:45:19
bagus,4,5.18.2,2025-05-13 07:44:25
nyaman,5,5.18.2,2025-05-13 07:38:10
bagus..sangat membay,5,5.18.2,2025-05-13 07:34:02
👍,5,5.18.2,2025-05-13 07:22:27
"susah sekali cari gojek, berjam² gak dpt².. sekalinya dapat, dibatalin otomatis",2,5.18.2,2025-05-13 07:18:39
good,5,5.18.2,2025-05-13 07:01:21
mantappp,5,5.18.2,2025-05-13 06:55:26
kerenn,5,5.18.2,2025-05-13 06:46:26
okyyy,5,5.17.1,2025-05-13 06:42:56
sangat baik,5,5.18.2,2025-05-13 06:40:21
asal jgn sampe mengecewakan dan tingkatkan pelayanan lebih baik dan lebih cepat,5,5.4.1,2025-05-13 06:22:21
jangan ada iklan yg mengganggu aktivitas,1,4.58.1,2025-05-13 06:16:38
woi ini sulit banget nyari drivernya knp gak dpt sih ap karna bayar tunai haduhh tolong di benerin ap nya min kalo gini mending pake grab pelayanannya lebih cepet,1,5.18.2,2025-05-13 05:56:23
mantab,1,5.18.2,2025-05-13 05:49:46
oke,5,5.18.2,2025-05-13 05:43:42
lancar,5,5.18.2,2025-05-13 05:19:40
"cepat ,dan tepat waktu dan aman",5,5.18.2,2025-05-13 05:10:22
okelah made in indo,5,5.18.2,2025-05-13 04:46:37
bagus,5,5.18.2,2025-05-13 04:42:58
paten lebih banyakin promonya,5,5.18.2,2025-05-13 04:36:12
mantap,4,5.18.2,2025-05-13 04:34:10
sangat membantu,4,5.18.2,2025-05-13 04:33:20
mantap,5,5.18.2,2025-05-13 04:21:51
ok,5,5.13.1,2025-05-13 04:18:45
oke,5,5.18.2,2025-05-13 04:10:26
Baik,5,5.18.2,2025-05-13 04:00:07
apk cacat gk ada tanggung jawab ke costemer,1,5.12.1,2025-05-13 03:49:57
menggunkan gojek itu mudah tidak ribet👍👍👍👍👍👍👍,5,5.18.2,2025-05-13 03:49:53
"bikin lebih mudah kita saat membutuhkan sesuatu, tapi lagi males atau ada kendala lain",5,5.18.2,2025-05-13 03:49:08
"Semenjak pindah dr findaya jadi aneh gojek gak seasyik dlu... Gopaylatter sama gopay pinjam gak bisa di buka.. Limit masih sisa banyak tapi gak bisa di pake, truS buat apa ngasih limit?? Ribet n aplikasi eror",5,4.78.3,2025-05-13 03:43:05
Loading masuk nya lamaaaa banget,1,5.18.2,2025-05-13 03:41:08
"Keren customer service nya, soal harga oke bisa disesuaikan dan saya nyaman pakai aplikasi ini😊, dan untuk masalah promo/diskon kadang driver pada gk mau narik semoga yang ini bisa ditimdak lanjuti!, oya tolong dong cakupan gojek diperluas!, maju terus gojek!!",5,5.18.2,2025-05-13 03:26:31
gojek transportasi yg nyaman,5,5.18.2,2025-05-13 03:23:58
bagus bisa membantu smua org saat tdk ada kendaraan pribadinya lagi rusak lah apa,5,5.17.1,2025-05-13 03:23:46
cepat sekali pelayanan oke,5,5.18.2,2025-05-13 02:57:01
menghemat waktu,5,5.14.2,2025-05-13 02:50:10
bagus semua nya,5,5.18.2,2025-05-13 02:41:37
sangat baik,5,5.18.2,2025-05-13 02:33:03
"great, bagus",5,5.18.2,2025-05-13 02:16:53
saya kira gojek bagus ternyata pilih-pilih driver buat bagiin bid/orderan saya kasian liat para driver tidak terbagi rata mendapatkan orderan mending gausah deh kerja bgian IT kalau kurang becus cara pembagian orderanya,1,5.18.2,2025-05-13 02:13:10
"penyesuaian harga untuk customer, sangat membantu",5,5.18.2,2025-05-13 02:05:51
terimsjadih gosend sangat membantu,5,5.18.2,2025-05-13 02:00:58
is the best,5,5.18.2,2025-05-13 01:59:33
good,5,5.18.2,2025-05-13 01:43:16
jos,5,5.18.2,2025-05-13 01:43:11
keren,5,5.18.2,2025-05-13 01:42:33
mantap,5,5.18.2,2025-05-13 01:41:22
sejauh ini bagus,5,5.18.2,2025-05-13 01:34:17
Sangat membantu,5,5.18.2,2025-05-13 01:28:44
sangat membantu di saat membutuhkan,5,5.18.2,2025-05-13 01:25:13
mantap,5,5.18.2,2025-05-13 01:24:45
✌️,5,5.18.2,2025-05-13 01:21:15
fast,5,5.18.2,2025-05-13 01:04:35
good,5,5.18.2,2025-05-13 00:49:13
mantap,5,5.18.2,2025-05-13 00:47:36
ok,4,5.18.2,2025-05-13 00:23:21
bagus,4,5.18.2,2025-05-13 00:04:58
keren apk yg sangat membantu dan penjemputannya cepat,5,5.18.2,2025-05-12 23:58:02
gak ada solusi saya ingin ganti nomor hp tapi tetap gak bisa padahan no baru belum pernah di pakai gojek,1,5.18.2,2025-05-12 23:53:52
fast respon,5,5.18.2,2025-05-12 23:43:56
okey,5,5.18.2,2025-05-12 23:40:45
kenapa setiap tanggal merah selalu mahal ongkosnya diskonnya jg sedikit banget,4,5.18.2,2025-05-12 23:22:06
mantap,5,5.14.2,2025-05-12 23:07:57
ayo semangat goto jangan putus asa😁😁😁,5,5.18.2,2025-05-12 23:02:39
ok,5,5.18.2,2025-05-12 22:56:07
ok,5,5.16.3,2025-05-12 22:46:58
oke,5,5.18.2,2025-05-12 22:36:26
sangat mantap dan membantu thanks,5,5.14.2,2025-05-12 21:39:45
mntap,5,5.18.2,2025-05-12 21:24:49
cepat dan tepat,5,5.18.2,2025-05-12 21:18:37
Alhamdulillah bagus dan Ramah pelayanannya 🤲,5,5.10.1,2025-05-12 21:12:27
mudah cari driver nya,5,5.18.2,2025-05-12 21:11:08
"kalo misalnya gamau nganterin jangan di Terima, ini gamau nganterin di Terima abis itu titik ga jalan2 sampe nunggu set jam kurang ajar apk",1,5.18.2,2025-05-12 20:41:53
lumayan tepat,5,5.3.1,2025-05-12 20:08:28
aneh gabisa login,4,5.18.2,2025-05-12 19:55:19
ok,5,5.14.2,2025-05-12 19:25:23
"Drivernya baik, ramah dan tulus. beliau menyediakan jas hujan yg proper, ga asal. Recommended deh.",5,5.18.2,2025-05-12 19:03:47
membantu,5,5.18.2,2025-05-12 18:12:00
gk jles bnrr makan nya lamaa orng pesen krna laper kenapa lamaa sihh,1,5.13.1,2025-05-12 18:11:30
mantap,5,5.18.2,2025-05-12 18:10:18
mantap,5,5.18.2,2025-05-12 17:53:30
Semua OK thanks,5,5.18.2,2025-05-12 17:53:09
"ongkir terlalu mahall, pdhl jarak ke rmh sma ke tmpt mkanya dkt",1,5.18.2,2025-05-12 16:56:15
okegas,5,5.18.2,2025-05-12 16:30:42
sangat baik,5,5.18.2,2025-05-12 16:30:30
Gajelass mau makan aja ribett suruh nunggu lama ditunggu in gadateng giliran di batalin kaga bisa aplikasi gajelasss kalau hujan lemott,1,5.18.2,2025-05-12 15:48:02
sangat puas kurir nya sopan2 dan baik juga,5,5.18.2,2025-05-12 15:41:52
bagus,4,5.18.2,2025-05-12 15:22:31
"belakangan ini saya tidak bisa membeli kuota Telkomel di Gojek, kenapa?",2,5.18.2,2025-05-12 15:06:06
top up cepat & ada promo² disc 👍,5,5.9.1,2025-05-12 15:05:54
"semoga semakin sukses serta lancar dan untuk abang go.jek.nya semoga amanah , berkah , aman terpercaya serta lancar rejeki.nya . AMiiiN 🤲🏻🤲🏻",5,5.18.2,2025-05-12 14:31:32
ok,5,5.18.2,2025-05-12 14:30:33
"sgt membantu dlm penviriman brg dan bepergian,trima kasih Gojek",5,5.18.2,2025-05-12 14:21:16
pelayanan nya bagus sangat membantu,5,5.18.2,2025-05-12 14:20:47
"sering batal, ga ada driver yang mau ambil orderan, harusnya ada sistem pengurangan poin",1,5.18.2,2025-05-12 14:13:25
ok bangettt,5,5.18.2,2025-05-12 14:02:08
gw kaum mageran jadi kasih bintang 5,5,5.18.2,2025-05-12 13:51:45
good,4,5.18.2,2025-05-12 13:51:07
sangat Oke,5,5.14.2,2025-05-12 13:49:35
nyaman sekali,5,5.17.1,2025-05-12 13:49:34
bagus,5,5.18.2,2025-05-12 13:39:12
"pesan pakai gofood pilih yang pengiriman reguler. makanan hampir dimasak sejam, berhenti di menit 14 untuk makananmu siap dan sampai hampir sejam, padahal 15 menit resto udah chat makanan siap diambil. jadinya makanan datang kondisi dingin. mantab gojek. jadi pindah aja ke aplikasi sebelah",1,5.18.2,2025-05-12 13:26:30
"hapus aja pilihan pengiriman ekonomis di GoFood kalau drivernya ga ada yg mau ambil. gk 1x 2x sy nunggu ujung²nya gk dpt driver. gakjelas. uda harga 2x lipat dr harga ditempat, masi aja susah cari drivernya.",1,5.18.2,2025-05-12 13:18:34
memuaskan terimakasih,5,5.18.2,2025-05-12 13:06:38
pelayanan bagus,5,5.18.2,2025-05-12 13:01:31
"aplikasi bagus, tapi kalo buat gopay nyaaaaa eeee duit gua udah ilang sendiri ya ratusan ribu gara gara entah kenapa. males anjir lumayan gila bisa gak di benerin lagi tu gopay biar ada tanggung jawab ratusan ribu loh walaupun buat beberapa orang itu dikit buat gua udah Mayan banyak itu",2,5.18.2,2025-05-12 12:45:48
"saya suka menggunakan aplikasi go jek lama,sayang sekali kadang kalau musim hujan gini aplikasi go jek respon lamaa",4,5.18.2,2025-05-12 12:42:04
mantaplah,5,5.15.1,2025-05-12 12:36:47
Semua jadi gampang..!,5,5.18.2,2025-05-12 12:28:28
"min tolong respon itu ada kecelakaan oleh driver gojek, penumpangnya terkena palang pintu otomatis parkir,mengalami keretakan tulang hidup dan saluran pernapasan, itu kelalaian driver nya, tolong tanggung jawab min, boleh liat di ig kronologi nya info bandung kota",1,5.14.2,2025-05-12 12:16:12
bagus,5,5.6.1,2025-05-12 12:11:41
Aku tanpamu butiran debu,5,5.18.2,2025-05-12 11:59:20
mantap sekali👍🏻,5,5.18.2,2025-05-12 11:52:42
Ok,5,5.18.2,2025-05-12 11:49:14
Tingkatkan kinerja....semangat,5,5.18.2,2025-05-12 11:40:21
mantap,5,5.18.2,2025-05-12 11:28:57
"2 kali beli pulsa via aplikasi tokopedia menggunakan gopay later, lalu gopay laterku langsung di blokir. buat apa limit pay later banyak dan pembayaran gak pernah telat.",1,5.4.1,2025-05-12 11:28:56
biaya gofoodnya makin mahal aja ada biaya penanganan dan suka di mintain biaya parkir,4,5.18.2,2025-05-12 11:26:51
Mantap,5,5.14.2,2025-05-12 11:14:54
big no sih better yang lain,1,5.12.1,2025-05-12 11:13:44
tambah bagus,5,5.18.2,2025-05-12 11:08:04
tolol pesanan kepencet aja gabisa dibatalin,1,5.18.2,2025-05-12 10:58:01
sangat membantu,5,5.18.2,2025-05-12 10:39:15
baguss,4,5.18.2,2025-05-12 10:22:31
Mantap,5,5.18.2,2025-05-12 10:18:45
Sangat membantu sekali di setiap perjalanan,5,5.18.2,2025-05-12 10:00:39
trimakasih orang baik,5,5.14.2,2025-05-12 09:36:26
good aplikasi,5,5.18.2,2025-05-12 09:25:31
sering error potongan gede cari jadwal sudah di klik malah gk masuk dongo,1,4.92.1,2025-05-12 09:09:50
nggka bis,2,5.18.2,2025-05-12 08:57:41
pokoknya manteb dah,5,5.18.2,2025-05-12 08:57:16
aplikasi sgt membantu,5,5.18.2,2025-05-12 08:48:55
👍🏼,5,5.18.2,2025-05-12 08:47:32
apk yg bagus memudahkan penumpang untuk berpergian,5,5.10.1,2025-05-12 08:25:02
"saya pesen ke suatu tempat untuk kerabat saya , sudah sampai lh kerabat saya ketempat itu . gk lama kemudian saya gk pesen tiba tiba kepesen sendiri ,gk bagus banget sih jadiny kasian driver padahal saya gk pesen tolong lain kali di perhatikan",1,5.9.1,2025-05-12 08:19:02
ok,5,5.18.2,2025-05-12 08:14:51
layanan mantap,5,5.18.2,2025-05-12 07:52:57
memudahkan segala hal,5,5.18.2,2025-05-12 07:36:09
ramah cekatan,5,5.18.2,2025-05-12 07:20:55
👍,5,4.82.1,2025-05-12 07:14:21
semua jdi peraktisss,5,5.18.2,2025-05-12 06:53:59
lumayan baik,5,5.18.2,2025-05-12 06:53:20
drivernya ramah dan baik,5,5.18.2,2025-05-12 06:45:51
good,5,5.18.2,2025-05-12 06:43:09
"Aplikasi gak jelas semenjak saya menggunakan aplikasi ini saya tidak pernah mendapatkan promo apapun Ketika saya melaporkan masalah ini, bukan ngasih solusi malahan tanggapan yang tidak masuk akal hanya dibiarkan saja. Sudah puluhan kali saya melaporkan masalah ini tidak ditanggapi",1,4.64.2,2025-05-12 06:42:19
"bagus nii, aplikasinya",5,5.18.2,2025-05-12 06:32:37
pesan grabcar selalu dkensel gmna ituuu.... driver nya kasih paham donk,1,5.18.2,2025-05-12 06:17:10
the best lahh,5,5.16.3,2025-05-12 06:12:24
"Update mulu tapi aplikasi sering eror, ngurus gojek aja gak bener malah jadi mentri pendidikan, benerin aplikasinya eror mulu, lagi ada kepentingan malah eror",1,5.18.2,2025-05-12 06:04:31
keren,5,4.88.1,2025-05-12 05:59:53
pengemudi ramah,5,5.18.2,2025-05-12 05:57:56
👍👍👍👍👍,5,5.18.2,2025-05-12 05:57:53
hay.. kasih bintang 5 lagi.,5,5.18.2,2025-05-12 05:55:39
cepat dan tepat,5,5.18.2,2025-05-12 05:53:13
nice,5,5.17.1,2025-05-12 05:46:25
kerja sama dengan shope tapi kurir masih minta uang tambahan diluar aplikasi,1,5.6.1,2025-05-12 05:39:46
👍🙏,5,5.19.1,2025-05-12 05:25:17
"Bisa diandalkan untuk transportasi kemana aja, aman dan nyaman 👍",5,5.16.3,2025-05-12 05:16:24
minta update mulu pdhl udh di update,2,5.18.2,2025-05-12 05:16:02
ok,5,5.18.2,2025-05-12 04:52:40
sulit utk mendapatkan bantuan online,1,5.18.2,2025-05-12 04:52:34
ok banget lah gojek mah driver nya apalagi cepet ramah👍👍,5,5.18.2,2025-05-12 04:49:54
sangat membantu,5,5.18.2,2025-05-12 04:49:17
mantap jek,5,5.18.2,2025-05-12 04:42:10
tidak ada layanan customer servis. semua robot. jangan pake...makan memori besar,1,5.18.2,2025-05-12 04:39:09
pelayanan bagus,5,5.19.1,2025-05-12 04:34:14
sangat baik,5,5.18.2,2025-05-12 04:27:57
"mau beli paket data, terjadi kendala trus dari pagi sampai siangg, udah nyoba chat cs nya malah di bilang nomer terdeteksi penyalah gunaan apalahh, minggu lalu bisa knpa skrng ga bisa? malah terdeteksi ada penyalahgunaan!!!!",1,5.19.1,2025-05-12 04:22:15
"ongkir gofood makin naik dan mahal aja, padahal ppn gak naik",3,5.18.2,2025-05-12 04:13:51
"mudahkan untuk kendaraan mau kemana aja, untuk goofood nya penolong disaat laper dan iseng",5,5.18.2,2025-05-12 04:12:21
mempermudah segala akses kebutuhan pelayanan masyarakat,4,5.18.2,2025-05-12 04:11:41
GOOD,5,5.18.2,2025-05-12 04:07:08
good,5,5.18.2,2025-05-12 04:01:25
baik semua plynny,5,5.18.2,2025-05-12 03:53:50
sangat membantu,5,5.18.2,2025-05-12 03:49:10
ntaps,5,5.18.2,2025-05-12 03:42:12
sangat membantu,5,5.18.2,2025-05-12 03:35:53
sangat membantu aku suka dengan aplikasi gojeg,5,5.18.2,2025-05-12 03:16:51
👍👍👍👍👍,5,5.18.2,2025-05-12 03:15:25
Tingkatkan,5,5.18.2,2025-05-12 03:13:15
Gojek Bagus,5,5.18.2,2025-05-12 03:11:33
good,5,5.17.1,2025-05-12 03:10:20
Kemanapun kita pasti diantar cepat ....,5,5.18.2,2025-05-12 02:53:39
sangat membantu dan terpercaya,5,5.18.2,2025-05-12 02:32:19
kenapa gak bisa beli paket internet error terus gak di perbaiki apa,1,5.18.2,2025-05-12 02:11:42
good 👍,5,5.18.2,2025-05-12 01:47:58
kecewa,1,5.18.2,2025-05-12 01:32:19
membantu sekali,5,5.18.2,2025-05-12 01:30:20
aplikasi ini bagus,5,5.18.2,2025-05-12 01:27:48
ok servicenya,5,5.14.2,2025-05-12 01:10:17
"Saya pribadi sudah lama pakai aplikasi ini,dan sangat membantu,sukses buat gojek dan pertahankan layanannya...sukses buat gojek👍👍👍dan drivernya pada sehat semua dan semoga rezeqinya ngalir terus ya..semuanya terimakasih..dan tetap semangat..💪..pokoknya ini aplikai yang ok...",5,5.19.1,2025-05-12 01:08:05
mantap,5,5.17.1,2025-05-12 00:34:13
"saya pelanggan lama & tahun ini baru ngerasaain kcewa. saya sering pesan GOFOOD dan makin kesini makin aneh. Pengiriman Express tetap aja telat dan pernah udah nunggu makanan 1 jam tiba2 di batalin. Mau komplen, bingung komplen kemana. itu 1 jam makanan kita udah di buat apa belum? malah di Cancel ntah dari sistem apa Restonya. Klo dari Restonya harusnya cancel dari awal biar saya cari Resto yang laen ga perlu nunggu lama sampai 1 jam. Makin kesini,makin lama pengiriman padahal resto tidak jauh.",1,5.18.2,2025-05-12 00:22:59
semoga selalu menjaga keamanan pengguna,5,5.18.2,2025-05-12 00:05:16
woy kode voucher GORIDEAJA kenapa gabisa di klaim,2,5.18.2,2025-05-11 23:59:39
jangan pernah instal aplikasi ini ... selama gofood bg driver masih ada double .... lama datang ny.... yg awalnya laper jd gk nafsu makan sangking lamanya ....krna driver mengantar lebih dari 1 makanan..blum lagi masih nunggu di restoran yang 1 nya lagi......klo gini kan kasian driver dan jg customernya.....,1,5.18.2,2025-05-11 23:48:56
"sebenarnya aplikasi gojek bagus, cuma kenapa saat aku mau pesan goride dan gocar, kan harus cek lokasi saat ini. Nah, jadi waktu cek lokasi, layarnya putih terus dan ini udah sampai 3 hari. Cara ngatasinnya gimana ya?",2,5.18.2,2025-05-11 23:32:38
"kayak mana ini masak Iyah di hp ku ga bisa kalo mesen gojek malah ga ada di kota anda bacaan nya ,kalo mau pesen makan malah ga bisaa Cemana ni di kota pematang Siantar masak ga bisa",2,5.18.2,2025-05-11 22:54:43
bagus,5,5.18.2,2025-05-11 22:54:32
bagus,5,5.18.2,2025-05-11 22:50:33
alhamdulillah gojek is the best,5,5.18.2,2025-05-11 22:26:22
sangat baik bagi para lansia,5,5.17.1,2025-05-11 22:20:16
"aman,nyaman",5,5.18.2,2025-05-11 20:36:24
tolol gada driver,1,5.18.2,2025-05-11 19:50:51
maju trs gojek,5,5.18.2,2025-05-11 19:07:28
merugikan,1,5.1.1,2025-05-11 18:50:30
sangat membantu cuma sayang ga suka dengan sifat driver driver yang selalu komplain ketika Saya memakai yang hemat padahal Uang lagi pas Pasan,5,5.15.1,2025-05-11 18:49:54
good,5,5.18.2,2025-05-11 18:38:23
JELEK,1,5.18.2,2025-05-11 18:31:15
Mulai 12 Mei 2025 kode gorideaja sudah TDK bisa dipakai,2,5.18.2,2025-05-11 18:15:20
sat set cepet,5,5.18.2,2025-05-11 17:48:13
keren sih,5,5.18.2,2025-05-11 17:36:41
